Country Name,Country Code,Series Name,Series Code,Year,Value
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1983,2.119905589
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1983,1.601904245
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1983,44.1957207
Argentina,ARG,"Population, total",SP.POP.TOTL,1983,29391332
Argentina,ARG,Urban population,SP.URB.TOTL,1983,24745738
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1983,84.194
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1984,2.098237761
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1984,1.592356919
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1984,44.05018931
Argentina,ARG,"Population, total",SP.POP.TOTL,1984,29863093
Argentina,ARG,Urban population,SP.URB.TOTL,1984,25270448
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1984,84.621
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1985,2.064205452
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1985,1.572629301
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1985,43.91258685
Argentina,ARG,"Population, total",SP.POP.TOTL,1985,30336441
Argentina,ARG,Urban population,SP.URB.TOTL,1985,25797503
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1985,85.038
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1986,2.032856739
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1986,1.555391224
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1986,43.7840379
Argentina,ARG,"Population, total",SP.POP.TOTL,1986,30811980
Argentina,ARG,Urban population,SP.URB.TOTL,1986,26327296
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1986,85.445
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1987,2.009844735
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1987,1.545129262
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1987,43.66066059
Argentina,ARG,"Population, total",SP.POP.TOTL,1987,31291762
Argentina,ARG,Urban population,SP.URB.TOTL,1987,26861787
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1987,85.843
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1988,2.003192524
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1988,1.549903304
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1988,43.53662802
Argentina,ARG,"Population, total",SP.POP.TOTL,1988,31780532
Argentina,ARG,Urban population,SP.URB.TOTL,1988,27405306
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1988,86.233
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1989,1.971046543
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1989,1.531348171
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1989,43.41981525
Argentina,ARG,"Population, total",SP.POP.TOTL,1989,32270948
Argentina,ARG,Urban population,SP.URB.TOTL,1989,27950836
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1989,86.613
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1990,1.919002966
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1990,1.491574629
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1990,43.32161402
Argentina,ARG,"Population, total",SP.POP.TOTL,1990,32755901
Argentina,ARG,Urban population,SP.URB.TOTL,1990,28492393
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1990,86.984
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1991,1.832574395
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1991,1.43788007
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1991,43.23702944
Argentina,ARG,"Population, total",SP.POP.TOTL,1991,33230294
Argentina,ARG,Urban population,SP.URB.TOTL,1991,29019351
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1991,87.328
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1992,1.629133688
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1992,1.3843812
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1992,43.10807236
Argentina,ARG,"Population, total",SP.POP.TOTL,1992,33693527
Argentina,ARG,Urban population,SP.URB.TOTL,1992,29495987
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1992,87.542
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1993,1.593238414
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1993,1.353640186
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1993,42.99154588
Argentina,ARG,"Population, total",SP.POP.TOTL,1993,34152717
Argentina,ARG,Urban population,SP.URB.TOTL,1993,29969692
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1993,87.752
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1994,1.576890512
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1994,1.340137575
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1994,42.88188961
Argentina,ARG,"Population, total",SP.POP.TOTL,1994,34613491
Argentina,ARG,Urban population,SP.URB.TOTL,1994,30446027
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1994,87.96
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1995,1.541964143
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1995,1.310311508
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1995,42.78537338
Argentina,ARG,"Population, total",SP.POP.TOTL,1995,35070020
Argentina,ARG,Urban population,SP.URB.TOTL,1995,30919132
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1995,88.164
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1996,1.486308937
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1996,1.257452179
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1996,42.71240754
Argentina,ARG,"Population, total",SP.POP.TOTL,1996,35513793
Argentina,ARG,Urban population,SP.URB.TOTL,1996,31382118
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1996,88.366
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1997,1.438467599
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1997,1.214647959
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1997,42.65665726
Argentina,ARG,"Population, total",SP.POP.TOTL,1997,35947791
Argentina,ARG,Urban population,SP.URB.TOTL,1997,31836802
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1997,88.564
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1998,1.395462756
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1998,1.175525632
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1998,42.61839734
Argentina,ARG,"Population, total",SP.POP.TOTL,1998,36372860
Argentina,ARG,Urban population,SP.URB.TOTL,1998,32284187
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1998,88.759
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1999,1.370250677
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1999,1.153043172
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1999,42.5898585
Argentina,ARG,"Population, total",SP.POP.TOTL,1999,36794682
Argentina,ARG,Urban population,SP.URB.TOTL,1999,32729606
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1999,88.952
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2000,1.34649835
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2000,1.133128076
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2000,42.57056433
Argentina,ARG,"Population, total",SP.POP.TOTL,2000,37213984
Argentina,ARG,Urban population,SP.URB.TOTL,2000,33173290
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2000,89.142
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2001,1.307503731
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2001,1.097946728
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2001,42.565091
Argentina,ARG,"Population, total",SP.POP.TOTL,2001,37624825
Argentina,ARG,Urban population,SP.URB.TOTL,2001,33609880
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2001,89.329
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2002,1.271828874
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2002,1.069413183
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2002,42.63168691
Argentina,ARG,"Population, total",SP.POP.TOTL,2002,38029349
Argentina,ARG,Urban population,SP.URB.TOTL,2002,34040070
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,89.51
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2003,1.229575141
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2003,1.033139977
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2003,42.75123996
Argentina,ARG,"Population, total",SP.POP.TOTL,2003,38424282
Argentina,ARG,Urban population,SP.URB.TOTL,2003,34461202
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2003,89.686
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2004,1.207897147
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2004,1.01407652
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2004,42.88024273
Argentina,ARG,"Population, total",SP.POP.TOTL,2004,38815916
Argentina,ARG,Urban population,SP.URB.TOTL,2004,34879982
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2004,89.86
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2005,1.217572379
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2005,1.027457722
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2005,43.00248549
Argentina,ARG,"Population, total",SP.POP.TOTL,2005,39216789
Argentina,ARG,Urban population,SP.URB.TOTL,2005,35307267
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2005,90.031
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2006,1.215786384
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2006,1.028247605
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2006,43.12568877
Argentina,ARG,"Population, total",SP.POP.TOTL,2006,39622115
Argentina,ARG,Urban population,SP.URB.TOTL,2006,35739148
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2006,90.2
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2007,1.174967373
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2007,0.991101935
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2007,43.26547602
Argentina,ARG,"Population, total",SP.POP.TOTL,2007,40016763
Argentina,ARG,Urban population,SP.URB.TOTL,2007,36161548
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,90.366
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2008,1.194208129
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2008,1.012888785
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2008,43.39720901
Argentina,ARG,"Population, total",SP.POP.TOTL,2008,40424148
Argentina,ARG,Urban population,SP.URB.TOTL,2008,36595981
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,90.53
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2009,1.237459448
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2009,1.059774707
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2009,43.50753036
Argentina,ARG,"Population, total",SP.POP.TOTL,2009,40854831
Argentina,ARG,Urban population,SP.URB.TOTL,2009,37051655
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2009,90.691
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2010,1.230430133
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2010,1.056363322
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2010,43.62057807
Argentina,ARG,"Population, total",SP.POP.TOTL,2010,41288694
Argentina,ARG,Urban population,SP.URB.TOTL,2010,37510366
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2010,90.849
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2011,1.219822565
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2011,1.064740097
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2011,43.55800987
Argentina,ARG,"Population, total",SP.POP.TOTL,2011,41730660
Argentina,ARG,Urban population,SP.URB.TOTL,2011,37970728
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2011,90.99
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2012,1.171529002
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2012,1.027661364
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2012,43.42949615
Argentina,ARG,"Population, total",SP.POP.TOTL,2012,42161721
Argentina,ARG,Urban population,SP.URB.TOTL,2012,38418182
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2012,91.121
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2013,1.133331503
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2013,0.99295899
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2013,43.31603239
Argentina,ARG,"Population, total",SP.POP.TOTL,2013,42582455
Argentina,ARG,Urban population,SP.URB.TOTL,2013,38856064
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2013,91.249
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2014,1.171920819
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2014,1.031743579
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2014,43.18705917
Argentina,ARG,"Population, total",SP.POP.TOTL,2014,43024071
Argentina,ARG,Urban population,SP.URB.TOTL,2014,39314105
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2014,91.377
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2015,1.185054365
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2015,1.047258887
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2015,43.05230773
Argentina,ARG,"Population, total",SP.POP.TOTL,2015,43477012
Argentina,ARG,Urban population,SP.URB.TOTL,2015,39782770
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2015,91.503
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2016,1.104335316
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2016,0.968911126
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2016,42.95257758
Argentina,ARG,"Population, total",SP.POP.TOTL,2016,43900313
Argentina,ARG,Urban population,SP.URB.TOTL,2016,40224540
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2016,91.627
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2017,1.014308165
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2017,0.881249595
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2017,42.89031467
Argentina,ARG,"Population, total",SP.POP.TOTL,2017,44288894
Argentina,ARG,Urban population,SP.URB.TOTL,2017,40634617
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2017,91.749
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2018,0.954764788
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2018,0.82296948
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2018,42.85363692
Argentina,ARG,"Population, total",SP.POP.TOTL,2018,44654882
Argentina,ARG,Urban population,SP.URB.TOTL,2018,41024440
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2018,91.87
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2019,0.842521815
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2019,0.710900853
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2019,42.87087508
Argentina,ARG,"Population, total",SP.POP.TOTL,2019,44973465
Argentina,ARG,Urban population,SP.URB.TOTL,2019,41371540
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2019,91.991
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2020,0.615028912
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2020,0.484665637
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2020,42.99529795
Argentina,ARG,"Population, total",SP.POP.TOTL,2020,45191965
Argentina,ARG,Urban population,SP.URB.TOTL,2020,41626771
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2020,92.111
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2021,0.393904283
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2021,0.265879395
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2021,43.22729196
Argentina,ARG,"Population, total",SP.POP.TOTL,2021,45312281
Argentina,ARG,Urban population,SP.URB.TOTL,2021,41791064
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2021,92.229
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2022,0.338668251
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2022,0.210808731
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2022,43.49783685
Argentina,ARG,"Population, total",SP.POP.TOTL,2022,45407904
Argentina,ARG,Urban population,SP.URB.TOTL,2022,41932837
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2022,92.347
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2023,0.412511399
Argentina,ARG,Population growth (annual %),SP.POP.GROW,2023,0.286976122
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,2023,43.74898671
Argentina,ARG,"Population, total",SP.POP.TOTL,2023,45538401
Argentina,ARG,Urban population,SP.URB.TOTL,2023,42106172
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2023,92.463
Bolivia,BOL,Urban population growth (annual %),SP.URB.GROW,1970,3.014605745
Bolivia,BOL,Population growth (annual %),SP.POP.GROW,1970,2.242334243
Bolivia,BOL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1970,21.04694761
Bolivia,BOL,"Population, total",SP.POP.TOTL,1970,4590010
Bolivia,BOL,Urban population,SP.URB.TOTL,1970,1825722
Bolivia,BOL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1970,39.776
Bolivia,BOL,Urban population growth (annual %),SP.URB.GROW,1971,3.013951298
Bolivia,BOL,Population growth (annual %),SP.POP.GROW,1971,2.247575102
Bolivia,BOL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1971,21.4019345
Bolivia,BOL,"Population, total",SP.POP.TOTL,1971,4694342
Bolivia,BOL,Urban population,SP.URB.TOTL,1971,1881586
Bolivia,BOL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1971,40.082
Bolivia,BOL,Urban population growth (annual %),SP.URB.GROW,1972,3.009189134
Bolivia,BOL,Population growth (annual %),SP.POP.GROW,1972,2.246169342
Bolivia,BOL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1972,21.76850217
Bolivia,BOL,"Population, total",SP.POP.TOTL,1972,4800978
Bolivia,BOL,Urban population,SP.URB.TOTL,1972,1939067
Bolivia,BOL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1972,40.389
