Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Bolivia,BOL,Urban population growth (annual %),SP.URB.GROW,3.01460574510188,3.01395129810384,3.00918913390026,3.00673701529742,3.01481477532367,3.0183027959114,3.03659556196648,4.26244937898914,4.61580044917047,4.55434956646749,4.49138337720986,4.4123812685282,4.3404499645295,4.2664486327175,4.21466404552792,4.14524778051736,4.09312625568626,4.05783747241101,4.03062820255431,3.98153434832813,3.92959673463091,3.87079286471436,3.7260381241291,2.91423208518185,2.85418204205092,2.79756198135254,2.74565617682723,2.68982919142176,2.63703528938741,2.60648545364961,2.56718433488277,2.52335557594078,2.4351398313354,2.41301341479296,2.41208808999582,2.40351445402019,2.41582944227561,2.41053749777898,2.38175912431144,2.34806326378482,2.31805577324424,2.28891878822834,2.25692602498467,2.1425856240932,2.05728176023563,2.02403992475687,1.99287601481525,1.95755921923706,1.9315390070026,1.90659063320954,1.73433486670306,1.52003097648254,1.6667227345521,1.87469862115431
Bolivia,BOL,Population growth (annual %),SP.POP.GROW,2.24233424303461,2.24757510243244,2.24616934159906,2.2495027014778,2.26081659193568,2.26513309406479,2.28904740364258,2.3068698498868,2.2964104195355,2.2762782306985,2.24862541760114,2.2188409235426,2.18347074157265,2.15296237086898,2.136816387136,2.11563158338423,2.10197470135512,2.10935395144755,2.11937999087102,2.11711026191502,2.10292567074217,2.08394091464415,2.04005205570035,1.98359137070415,1.93553666553041,1.88896808659587,1.85028162992902,1.80569805808475,1.76561111828867,1.74582928419343,1.71712723342906,1.68688229604066,1.67248263752338,1.67509392038728,1.68272509947837,1.68564890189224,1.70464062326774,1.71051652675101,1.68811436886035,1.66527120616965,1.64440681785103,1.62276978666345,1.59965176170266,1.57374447646261,1.54455877769864,1.51686119793977,1.48970583998181,1.46124572329841,1.43337090655267,1.40657823805422,1.23396442673807,1.01931284088344,1.16425907336882,1.37334382280772
Bolivia,BOL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,21.0469476101359,21.4019344990203,21.7685021676833,22.1423567268136,22.5256671262674,22.9191836791896,23.3200025263978,23.719755069838,24.1338901765095,24.5661355863032,25.0205594818455,25.4944159491613,25.9943523590881,26.5187849850221,27.0665668237537,27.6352692448862,28.2286139337493,28.8399324463454,29.4708454733723,30.1204451710355,30.798517056182,31.5060157639346,32.2340604785571,32.751275036465,33.2979782646562,33.8732031641683,34.4771505818691,35.1078245326216,35.7700477085532,36.4559423703097,37.1716223624343,37.9131736636407,38.1493210102294,38.2705978543096,38.3919688727655,38.5120792619911,38.6279051962315,38.7433873358965,38.8706141130042,39.0066067475184,39.1539571680197,39.3120099674082,39.4825428043706,39.6635166244048,39.8585919589178,40.0673644913777,40.2898384797165,40.5267375533371,40.7780755707499,40.9798459240402,41.251427371633,41.6096021230825,41.9053859874603,42.1097357523698
Bolivia,BOL,"Population, total",SP.POP.TOTL,4590010,4694342,4800978,4910200,5022475,5137539,5256496,5379166,5504123,5630849,5758900,5888109,6018088,6149060,6281868,6416185,6552479,6692162,6835508,6981766,7130142,7280289,7430336,7579195,7727322,7874676,8021736,8167900,8313394,8459806,8606326,8752736,8900355,9050700,9204287,9360754,9521689,9685960,9850858,10016275,10182345,10348929,10515807,10682608,10848888,11014705,11180020,11344587,11508368,11671386,11816299,11937360,12077154,12244159
Bolivia,BOL,Urban population,SP.URB.TOTL,1825722,1881586,1939067,1998255,2059416,2122523,2187964,2283241,2391101,2502518,2617478,2735557,2856907,2981433,3109776,3241393,3376820,3516664,3661303,3810020,3962719,4119115,4275490,4401921,4529370,4657871,4787532,4918056,5049472,5182816,5317591,5453480,5587910,5724387,5864143,6006796,6153677,6303816,6455760,6609139,6764132,6920743,7078715,7232019,7382343,7533287,7684922,7836841,7989684,8143476,8285943,8412854,8554248,8716127
Bolivia,BOL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.776,40.082,40.389,40.696,41.004,41.314,41.624,42.446,43.442,44.443,45.451,46.459,47.472,48.486,49.504,50.519,51.535,52.549,53.563,54.571,55.577,56.579,57.541,58.079,58.615,59.15,59.682,60.212,60.739,61.264,61.787,62.306,62.783,63.248,63.711,64.17,64.628,65.082,65.535,65.984,66.43,66.874,67.315,67.699,68.047,68.393,68.738,69.08,69.425,69.773,70.123,70.475,70.83,71.186
Ecuador,ECU,Urban population growth (annual %),SP.URB.GROW,4.33929262189935,4.30882629538144,4.28195345883907,4.2425144534794,4.25411666304135,5.00711512867437,4.93956599917884,4.86606244331924,4.80385974529421,4.73774312810087,4.68716593312132,4.62555229446071,4.56370570301868,4.33194400460026,4.17508259295721,4.10012782245348,3.99855609035197,3.8959714907764,3.80154894851664,3.71317359546183,3.64948118005845,3.27749738009255,3.02944524064835,2.9399827624109,2.83669149591974,2.79182483657983,2.76471986158495,2.71494039116971,2.66962498979382,2.62481590241785,2.57388517478485,2.55657003989778,2.27182140180613,2.08755518307904,2.0747464654801,2.04962736882284,2.03535490048348,2.02560503836643,2.02030421962962,2.01828180207281,1.98862570227363,1.8980287476614,1.80987684182138,1.71467450542176,1.64727018378555,1.64725437513727,1.67238256437693,1.74329316011817,1.95259752680785,1.94756182037886,1.46216710714256,1.07775112371937,1.12092773423516,1.21567856360529
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,2.9704038425124,2.95593369376174,2.93720294183039,2.91316388175144,2.88188959476796,2.84525146887899,2.80728611959131,2.77375986218427,2.74338363033623,2.71233090931431,2.69344759350732,2.67080267217831,2.64029049617276,2.62589854693154,2.61653103411211,2.57136785226468,2.49089727253855,2.41448752025665,2.33984250758108,2.28171532830541,2.23823125724436,2.16013714348183,2.10568663668025,2.02997298367132,1.93487740447413,1.90154880558548,1.88400623342994,1.84701407802257,1.81253773221791,1.77669252856716,1.73622001498213,1.73078123060297,1.74851970226664,1.76411317879339,1.75235156486952,1.72987869573938,1.7182541754606,1.70789173160639,1.70519778784789,1.7057702083506,1.67708805313164,1.6415369766541,1.59213440589397,1.49740896116979,1.43205886583809,1.43093059839379,1.45809147770557,1.52946083980042,1.71572391035149,1.68935479627168,1.18125258230486,0.774314023514489,0.796723652034201,0.872456027022398
Ecuador,ECU,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,19.826714388551,20.103084328015,20.3884219319428,20.6803507212773,20.9862062595856,21.3325155294468,21.6941413856634,22.0665994492494,22.4536905679518,22.8547105254848,23.2687315765349,23.6927545424954,24.1333652603824,24.3727643164344,24.4688853131679,24.5744405043671,24.7013355753898,24.8478775043996,25.014983805503,25.1957751391057,25.3899467741641,25.5337784679669,25.6448597857225,25.7743444351466,25.9302665966831,26.096038536341,26.2686405411927,26.4505311929631,26.6440370171569,26.8488095586528,27.0672806478199,27.2873437153873,27.3533406320004,27.3129107275888,27.2763506230315,27.2447753215096,27.2170122512704,27.1920980254206,27.1685634271141,27.1436900451735,27.1272317971545,27.1502634014229,27.2084974024855,27.2913776620269,27.3931277363368,27.495617452728,27.5917094669727,27.6670529744917,27.6910172452089,27.6464832424367,27.7440041399596,27.9571602448393,28.1680880449433,28.3617211333229
Ecuador,ECU,"Population, total",SP.POP.TOTL,6155387,6340052,6529034,6722033,6918573,7118251,7320912,7526819,7736167,7948869,8165877,8386910,8611298,8840417,9074782,9311154,9545998,9779290,10010808,10241852,10473673,10702380,10930128,11154274,11372197,11590514,11810950,12031127,12251184,12470795,12689206,12910740,13138472,13372306,13608701,13846163,14086131,14328773,14575202,14825954,15076695,15326227,15572194,15807128,16035124,16266225,16505139,16759519,17049547,17340021,17546065,17682454,17823897,17980083
